_id,participant_id,image_id,image_order,judgment,correct_answer,is_correct,confidence,reasoning,response_time_ms,submitted_at,__v
1798a777-6754-44bf-99ca-c7425220a4ce,e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,ai_15,1,AI,AI,True,2,,3120,Sun Mar 01 2026 11:58:23 GMT+0000 (Coordinated Universal Time),0
13a97659-7985-4747-a726-82f13a31da78,e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,ai_04,2,Real,AI,False,1,背景质感不自然，偏向AI渲染,3823,Sun Mar 01 2026 11:58:36 GMT+0000 (Coordinated Universal Time),0
22880445-1834-4a1b-8d31-3c4d5ac4fd30,e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,ai_09,3,Real,AI,False,2,颜色过渡异常均匀,39726,Sun Mar 01 2026 11:59:21 GMT+0000 (Coordinated Universal Time),0
da260e52-245e-4f19-b3da-9321746e185a,e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,real_04,4,Real,Real,True,2,背景质感不自然，偏向AI渲染,32488,Sun Mar 01 2026 11:59:55 GMT+0000 (Coordinated Universal Time),0
3f546095-5f86-44dc-981c-063ba868beb2,e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,real_14,5,Real,Real,True,5,,16901,Sun Mar 01 2026 12:00:19 GMT+0000 (Coordinated Universal Time),0
45cddc43-dcfa-4660-8eff-803302d4172a,e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,real_11,6,Real,Real,True,5,光影太均匀，像AI生成,10920,Sun Mar 01 2026 12:00:42 GMT+0000 (Coordinated Universal Time),0
bd22ab12-c66e-4ece-9f67-5d4089f0e04f,e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,ai_19,7,AI,AI,True,5,,30530,Sun Mar 01 2026 12:01:17 GMT+0000 (Coordinated Universal Time),0
9bd0131d-c437-48cf-87dc-5164d77842b8,e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,real_20,8,AI,Real,False,3,,22605,Sun Mar 01 2026 12:01:52 GMT+0000 (Coordinated Universal Time),0
e79e2a4d-0ead-4d28-a360-09f66e22fd21,e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,ai_16,9,AI,AI,True,4,,19579,Sun Mar 01 2026 12:02:16 GMT+0000 (Coordinated Universal Time),0
94586e53-a205-4573-a470-0c945391ed8e,e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,ai_08,10,AI,AI,True,5,,26865,Sun Mar 01 2026 12:02:50 GMT+0000 (Coordinated Universal Time),0
1d8b6d21-72a8-4f87-aad2-b324279d0f14,e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,real_01,11,Real,Real,True,3,纹理不对，太光滑了,17284,Sun Mar 01 2026 12:03:10 GMT+0000 (Coordinated Universal Time),0
3fcc8197-cc11-4412-86e9-d54393a4f1f4,e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,real_05,12,AI,Real,False,3,,14939,Sun Mar 01 2026 12:03:29 GMT+0000 (Coordinated Universal Time),0
457816f5-3ce7-482b-83a5-52c3d11ca459,e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,real_06,13,Real,Real,True,3,,28483,Sun Mar 01 2026 12:04:12 GMT+0000 (Coordinated Universal Time),0
3c85a4c9-032e-40a0-a000-e4e67e86d422,e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,ai_01,14,AI,AI,True,5,头发纹理有问题，太规整,30414,Sun Mar 01 2026 12:04:51 GMT+0000 (Coordinated Universal Time),0
e8a31744-3deb-49b8-8bda-139ad70a5ac9,e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,real_02,15,Real,Real,True,5,,150438,Sun Mar 01 2026 12:07:24 GMT+0000 (Coordinated Universal Time),0
6c776677-5131-4ed3-8e7e-44afec9ce862,e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,ai_02,16,Real,AI,False,3,,98866,Sun Mar 01 2026 12:09:06 GMT+0000 (Coordinated Universal Time),0
c0ebf1ef-cef4-4eab-8753-d18decc200a2,e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,real_03,17,Real,Real,True,3,,13821,Sun Mar 01 2026 12:09:29 GMT+0000 (Coordinated Universal Time),0
fb5f3dc3-a0ec-4c05-b3f3-ea450b5e0e76,e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,real_12,18,Real,Real,True,4,,32545,Sun Mar 01 2026 12:10:05 GMT+0000 (Coordinated Universal Time),0
35508d06-4356-481d-bb82-129e788953c8,e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,real_16,19,Real,Real,True,2,风格过于完美和干净,19089,Sun Mar 01 2026 12:10:31 GMT+0000 (Coordinated Universal Time),0
cc96b76a-d806-4d80-8908-6e590ffe23fe,e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,real_15,20,AI,Real,False,1,脸部细节有些奇怪,25453,Sun Mar 01 2026 12:11:00 GMT+0000 (Coordinated Universal Time),0
df01635c-ff70-46e6-ad19-034c9b85e5d4,e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,ai_13,21,AI,AI,True,3,,7646,Sun Mar 01 2026 12:11:14 GMT+0000 (Coordinated Universal Time),0
7844f25b-d638-4683-84e7-9f5be322c14e,2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,real_20,1,AI,Real,False,2,头发纹理有问题，太规整,8610,Sun Mar 01 2026 12:12:27 GMT+0000 (Coordinated Universal Time),0
d161369f-f221-461a-9c6d-58a2b56cc03a,2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,real_11,2,Real,Real,True,4,,82005,Sun Mar 01 2026 12:13:55 GMT+0000 (Coordinated Universal Time),0
a142e167-74d8-49c6-bca0-bcdf8f8696f2,2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,ai_19,3,AI,AI,True,5,,116396,Sun Mar 01 2026 12:16:06 GMT+0000 (Coordinated Universal Time),0
e7a68ee4-bbfd-4c99-b90b-a9d5b67cdb4d,2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,real_06,4,Real,Real,True,3,身体比例感觉不对,236503,Sun Mar 01 2026 12:20:06 GMT+0000 (Coordinated Universal Time),0
2a2532bb-af57-400a-ba13-9092182f39db,2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,ai_02,5,AI,AI,True,5,脸部细节有些奇怪,12237,Sun Mar 01 2026 12:20:23 GMT+0000 (Coordinated Universal Time),0
58849452-d4e3-4059-a400-bef0b0611a7f,2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,ai_08,6,AI,AI,True,3,,56827,Sun Mar 01 2026 12:21:27 GMT+0000 (Coordinated Universal Time),0
6455eca9-1a5f-4e59-baf7-93ce0200b238,2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,real_03,7,Real,Real,True,5,,63592,Sun Mar 01 2026 12:22:41 GMT+0000 (Coordinated Universal Time),0
2056e1e3-d70a-4ab8-ac8b-fdf68e303089,2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,real_16,8,Real,Real,True,4,,11296,Sun Mar 01 2026 12:22:57 GMT+0000 (Coordinated Universal Time),0
9733c674-83f8-404e-8716-f2665a5c78e2,2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,ai_09,9,AI,AI,True,4,,33428,Sun Mar 01 2026 12:23:33 GMT+0000 (Coordinated Universal Time),0
24744aca-3c5a-4818-ae19-ddd87e229998,2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,ai_01,10,AI,AI,True,3,,81082,Sun Mar 01 2026 12:25:04 GMT+0000 (Coordinated Universal Time),0
13295fe9-1e2b-4f27-b1fd-7ea338bf726f,2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,ai_15,11,Real,AI,False,2,,34802,Sun Mar 01 2026 12:25:46 GMT+0000 (Coordinated Universal Time),0
a2b73eeb-cfee-43de-b078-27ba1ff02519,2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,real_12,12,Real,Real,True,3,,8099,Sun Mar 01 2026 12:26:07 GMT+0000 (Coordinated Universal Time),0
ae66ae71-8206-4fbb-bef1-654abd09dfdb,2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,real_15,13,Real,Real,True,4,,25497,Sun Mar 01 2026 12:26:37 GMT+0000 (Coordinated Universal Time),0
f27933c5-dbb8-49d2-a438-777c4d52d1a3,2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,real_04,14,Real,Real,True,4,,16419,Sun Mar 01 2026 12:27:02 GMT+0000 (Coordinated Universal Time),0
5fe9d802-d37d-4508-9bae-4a0defbe0231,2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,real_14,15,Real,Real,True,3,,7459,Sun Mar 01 2026 12:27:22 GMT+0000 (Coordinated Universal Time),0
97ca184a-876c-4b91-acd7-856acfac8944,2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,real_02,16,Real,Real,True,4,,12099,Sun Mar 01 2026 12:27:42 GMT+0000 (Coordinated Universal Time),0
ba9ee091-ed86-40f8-a8ec-33f942436a6f,2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,real_01,17,Real,Real,True,4,用Lens搜索了图片来源,22495,Sun Mar 01 2026 12:28:18 GMT+0000 (Coordinated Universal Time),0
89d1d8bf-7782-41aa-96d2-9f873d2fca74,2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,ai_16,18,AI,AI,True,5,,51162,Sun Mar 01 2026 12:29:14 GMT+0000 (Coordinated Universal Time),0
4d05d895-e946-47ba-9240-38098c8f4ed9,2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,real_05,19,AI,Real,False,3,搜索确认了拍摄地点,76110,Sun Mar 01 2026 12:30:36 GMT+0000 (Coordinated Universal Time),0
184b62ba-7843-49df-b098-4106138d42f5,2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,ai_13,20,AI,AI,True,5,身体比例感觉不对,22050,Sun Mar 01 2026 12:31:02 GMT+0000 (Coordinated Universal Time),0
9b2f8114-13cf-4232-90c3-7a16ff7c3c7b,2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,ai_04,21,AI,AI,True,5,,6559,Sun Mar 01 2026 12:31:19 GMT+0000 (Coordinated Universal Time),0
6d889b4f-7328-4236-a19a-9671f0b372e5,17428a45-12a0-4541-84ac-656e13bdd79a,ai_19,1,Real,AI,False,1,,59049,Sun Mar 01 2026 12:33:04 GMT+0000 (Coordinated Universal Time),0
f41219c6-0b6e-493e-ae67-7b219968a137,17428a45-12a0-4541-84ac-656e13bdd79a,ai_02,2,Real,AI,False,3,,98351,Sun Mar 01 2026 12:34:50 GMT+0000 (Coordinated Universal Time),0
b9954610-f03f-40f4-bb0a-03fd77907541,17428a45-12a0-4541-84ac-656e13bdd79a,real_12,3,Real,Real,True,4,,300000,Sun Mar 01 2026 12:39:57 GMT+0000 (Coordinated Universal Time),0
e6efe877-291e-4200-b8f0-6c489175e5e3,17428a45-12a0-4541-84ac-656e13bdd79a,ai_04,4,AI,AI,True,4,,22402,Sun Mar 01 2026 12:40:25 GMT+0000 (Coordinated Universal Time),0
eff90478-0b23-413e-9f5d-cdb7990ed1f0,17428a45-12a0-4541-84ac-656e13bdd79a,ai_13,5,AI,AI,True,5,,2000,Sun Mar 01 2026 12:40:38 GMT+0000 (Coordinated Universal Time),0
1a848eb3-9694-4433-bb14-75b442a3c44e,17428a45-12a0-4541-84ac-656e13bdd79a,real_14,6,AI,Real,False,5,,11491,Sun Mar 01 2026 12:41:03 GMT+0000 (Coordinated Universal Time),0
cc987e49-f96e-41be-b4d8-d06208f582f0,17428a45-12a0-4541-84ac-656e13bdd79a,real_01,7,AI,Real,False,1,看起来比较真实,128410,Sun Mar 01 2026 12:43:15 GMT+0000 (Coordinated Universal Time),0
6062157f-a857-45d1-abbb-9b3cfa376fa2,17428a45-12a0-4541-84ac-656e13bdd79a,real_05,8,AI,Real,False,2,,164184,Sun Mar 01 2026 12:46:07 GMT+0000 (Coordinated Universal Time),0
d9b3a2c7-6852-4f13-aebd-960e580ac358,17428a45-12a0-4541-84ac-656e13bdd79a,real_20,9,Real,Real,True,5,,19299,Sun Mar 01 2026 12:46:34 GMT+0000 (Coordinated Universal Time),0
c7702851-0a1b-4a4d-bc04-dc1ca8696ce1,17428a45-12a0-4541-84ac-656e13bdd79a,ai_01,10,Real,AI,False,2,,13657,Sun Mar 01 2026 12:47:00 GMT+0000 (Coordinated Universal Time),0
e613d054-e253-4947-9941-d3f0c62d9674,17428a45-12a0-4541-84ac-656e13bdd79a,real_15,11,Real,Real,True,4,直觉判断,4949,Sun Mar 01 2026 12:47:19 GMT+0000 (Coordinated Universal Time),0
c1884eb5-5659-450c-9f34-7a6def99e884,17428a45-12a0-4541-84ac-656e13bdd79a,real_02,12,Real,Real,True,5,,9982,Sun Mar 01 2026 12:47:40 GMT+0000 (Coordinated Universal Time),0
52a4ca34-53ff-400b-8820-411cab7c40ca,17428a45-12a0-4541-84ac-656e13bdd79a,real_11,13,AI,Real,False,5,,11524,Sun Mar 01 2026 12:48:03 GMT+0000 (Coordinated Universal Time),0
3679ec53-93f4-44d4-a451-ffc130f03623,17428a45-12a0-4541-84ac-656e13bdd79a,real_03,14,Real,Real,True,5,,66918,Sun Mar 01 2026 12:49:15 GMT+0000 (Coordinated Universal Time),0
14b4960e-64f6-4c37-bdd4-96b44e799e16,17428a45-12a0-4541-84ac-656e13bdd79a,real_16,15,Real,Real,True,5,,13382,Sun Mar 01 2026 12:49:42 GMT+0000 (Coordinated Universal Time),0
7e1eafdf-4e8f-43ac-9097-c6607643aeec,17428a45-12a0-4541-84ac-656e13bdd79a,ai_08,16,Real,AI,False,5,,10481,Sun Mar 01 2026 12:50:04 GMT+0000 (Coordinated Universal Time),0
7d4885f8-3cef-4a3b-81ca-7ddfd68081ce,17428a45-12a0-4541-84ac-656e13bdd79a,real_06,17,Real,Real,True,3,,14555,Sun Mar 01 2026 12:50:31 GMT+0000 (Coordinated Universal Time),0
156a3eae-a689-415c-bdc1-90fa101b264e,17428a45-12a0-4541-84ac-656e13bdd79a,ai_15,18,AI,AI,True,4,,12762,Sun Mar 01 2026 12:50:58 GMT+0000 (Coordinated Universal Time),0
8296f00e-dac6-459f-add8-49540cf01525,17428a45-12a0-4541-84ac-656e13bdd79a,ai_16,19,Real,AI,False,2,第一印象判断,13688,Sun Mar 01 2026 12:51:18 GMT+0000 (Coordinated Universal Time),0
d0e4bea6-5e14-49ab-8b00-62428ac53b96,17428a45-12a0-4541-84ac-656e13bdd79a,real_04,20,Real,Real,True,5,,7818,Sun Mar 01 2026 12:51:28 GMT+0000 (Coordinated Universal Time),0
84eeffec-dc6f-4893-9eac-4214f1d41ea3,17428a45-12a0-4541-84ac-656e13bdd79a,ai_09,21,AI,AI,True,4,,12715,Sun Mar 01 2026 12:51:54 GMT+0000 (Coordinated Universal Time),0
dc6a0c07-5092-43f6-9db7-e3682b9477d9,89984002-a4e4-4838-b488-dbafdb6baec6,real_20,1,Real,Real,True,4,脸部细节有些奇怪,8106,Sun Mar 01 2026 12:53:02 GMT+0000 (Coordinated Universal Time),0
b46775b6-4b37-4108-a370-3c830ebb503e,89984002-a4e4-4838-b488-dbafdb6baec6,real_05,2,Real,Real,True,3,"整体感觉太""完美""，AI风格",54520,Sun Mar 01 2026 12:54:04 GMT+0000 (Coordinated Universal Time),0
e4887aab-e0b2-4c7d-86d5-fab7ccc73794,89984002-a4e4-4838-b488-dbafdb6baec6,ai_16,3,Real,AI,False,4,背景质感不自然，偏向AI渲染,79033,Sun Mar 01 2026 12:55:34 GMT+0000 (Coordinated Universal Time),0
88c6ef2e-1e60-4007-a4b1-cc428f884207,89984002-a4e4-4838-b488-dbafdb6baec6,real_15,4,AI,Real,False,3,"整体感觉太""完美""，AI风格",13734,Sun Mar 01 2026 12:56:01 GMT+0000 (Coordinated Universal Time),0
92f2c7dc-eb04-4e96-afa7-f2430125d538,89984002-a4e4-4838-b488-dbafdb6baec6,real_14,5,Real,Real,True,4,,35537,Sun Mar 01 2026 12:56:44 GMT+0000 (Coordinated Universal Time),0
1ca788c6-ea8e-4e1e-8e74-886e35870b49,89984002-a4e4-4838-b488-dbafdb6baec6,real_03,6,Real,Real,True,5,,86352,Sun Mar 01 2026 12:58:20 GMT+0000 (Coordinated Universal Time),0
a0e37d29-c122-413c-a6b8-408a18f95eb9,89984002-a4e4-4838-b488-dbafdb6baec6,real_16,7,Real,Real,True,4,,5862,Sun Mar 01 2026 12:58:36 GMT+0000 (Coordinated Universal Time),0
19300a49-f6ec-4a85-9614-693153c82189,89984002-a4e4-4838-b488-dbafdb6baec6,ai_19,8,AI,AI,True,4,背景质感不自然，偏向AI渲染,35194,Sun Mar 01 2026 12:59:22 GMT+0000 (Coordinated Universal Time),0
6a66a377-9be1-4189-88df-3b95a0a3600c,89984002-a4e4-4838-b488-dbafdb6baec6,real_01,9,AI,Real,False,1,,6943,Sun Mar 01 2026 12:59:41 GMT+0000 (Coordinated Universal Time),0
47a253de-bdeb-4a42-a968-4b0da9125e87,89984002-a4e4-4838-b488-dbafdb6baec6,ai_01,10,AI,AI,True,5,,13894,Sun Mar 01 2026 12:59:57 GMT+0000 (Coordinated Universal Time),0
9a194251-b48d-4da3-af27-7876ef4ebb85,89984002-a4e4-4838-b488-dbafdb6baec6,real_06,11,Real,Real,True,5,,7421,Sun Mar 01 2026 13:00:16 GMT+0000 (Coordinated Universal Time),0
70f8ddfe-3331-4d42-b452-0f93a0749172,89984002-a4e4-4838-b488-dbafdb6baec6,real_04,12,Real,Real,True,5,,4413,Sun Mar 01 2026 13:00:25 GMT+0000 (Coordinated Universal Time),0
623a4b53-7dfc-4bf0-93fe-5b094519d518,89984002-a4e4-4838-b488-dbafdb6baec6,real_02,13,Real,Real,True,5,,16428,Sun Mar 01 2026 13:00:56 GMT+0000 (Coordinated Universal Time),0
4ebdc40f-e2d5-4682-9a4b-8ae1490d5f4f,89984002-a4e4-4838-b488-dbafdb6baec6,ai_13,14,Real,AI,False,3,,151925,Sun Mar 01 2026 13:03:30 GMT+0000 (Coordinated Universal Time),0
a1084a31-92b2-4cc0-afc7-af19378c4624,89984002-a4e4-4838-b488-dbafdb6baec6,ai_04,15,AI,AI,True,5,背景质感不自然，偏向AI渲染,8329,Sun Mar 01 2026 13:03:50 GMT+0000 (Coordinated Universal Time),0
5fb60071-a94a-4e37-841f-21af5c917665,89984002-a4e4-4838-b488-dbafdb6baec6,ai_08,16,AI,AI,True,4,光影太均匀，像AI生成,9267,Sun Mar 01 2026 13:04:10 GMT+0000 (Coordinated Universal Time),0
da4d9273-da2e-4aae-b35c-ecc6c08a1567,89984002-a4e4-4838-b488-dbafdb6baec6,real_12,17,Real,Real,True,5,,76621,Sun Mar 01 2026 13:05:35 GMT+0000 (Coordinated Universal Time),0
6c7bc9af-f033-4faf-8c18-244b79885adb,89984002-a4e4-4838-b488-dbafdb6baec6,real_11,18,Real,Real,True,5,与已知图片对比后判断,234090,Sun Mar 01 2026 13:09:36 GMT+0000 (Coordinated Universal Time),0
bf5d617f-ebf7-42ce-a207-3bf2e396750d,89984002-a4e4-4838-b488-dbafdb6baec6,ai_15,19,AI,AI,True,3,,2000,Sun Mar 01 2026 13:09:48 GMT+0000 (Coordinated Universal Time),0
47beb373-91c9-43a3-92c2-53188e0b9c67,89984002-a4e4-4838-b488-dbafdb6baec6,ai_09,20,AI,AI,True,4,,7626,Sun Mar 01 2026 13:09:59 GMT+0000 (Coordinated Universal Time),0
1fee7878-4d94-479f-ba00-ce437063f304,89984002-a4e4-4838-b488-dbafdb6baec6,ai_02,21,AI,AI,True,5,眼睛的反光不自然,6670,Sun Mar 01 2026 13:10:14 GMT+0000 (Coordinated Universal Time),0
cca2709c-8527-4b48-9fd3-4d62c30f2594,5003083a-d034-4f21-acdf-eed9ec65cab3,ai_15,1,Real,AI,False,2,,2299,Sun Mar 01 2026 13:13:15 GMT+0000 (Coordinated Universal Time),0
7305c091-5d17-4c3f-bd4e-11e1bf234f6f,5003083a-d034-4f21-acdf-eed9ec65cab3,ai_04,2,AI,AI,True,4,纹理不对，太光滑了,4961,Sun Mar 01 2026 13:13:30 GMT+0000 (Coordinated Universal Time),0
e857a67e-16d3-4e27-b889-84847fc0f855,5003083a-d034-4f21-acdf-eed9ec65cab3,real_20,3,Real,Real,True,3,,40545,Sun Mar 01 2026 13:14:23 GMT+0000 (Coordinated Universal Time),0
4a50d022-b58d-4237-9fbb-b05f11e2f1f4,5003083a-d034-4f21-acdf-eed9ec65cab3,real_05,4,Real,Real,True,3,,37796,Sun Mar 01 2026 13:15:08 GMT+0000 (Coordinated Universal Time),0
f1ce4e98-6211-43fe-8cb5-cd60f33f634a,5003083a-d034-4f21-acdf-eed9ec65cab3,real_15,5,AI,Real,False,3,耳朵细节渲染有误,49546,Sun Mar 01 2026 13:16:11 GMT+0000 (Coordinated Universal Time),0
1912f6d4-693e-4a23-ad8f-496c9a841d28,5003083a-d034-4f21-acdf-eed9ec65cab3,real_14,6,Real,Real,True,2,,10689,Sun Mar 01 2026 13:16:27 GMT+0000 (Coordinated Universal Time),0
540a92bb-79c8-454a-bcb1-4ded84646481,5003083a-d034-4f21-acdf-eed9ec65cab3,ai_02,7,Real,AI,False,1,身体比例感觉不对,62268,Sun Mar 01 2026 13:17:35 GMT+0000 (Coordinated Universal Time),0
c7948e6f-a5df-40a0-93cc-cbaa355adce0,5003083a-d034-4f21-acdf-eed9ec65cab3,real_16,8,Real,Real,True,4,用Lens搜索了图片来源,6527,Sun Mar 01 2026 13:17:45 GMT+0000 (Coordinated Universal Time),0
c01ab554-a160-4d0d-9536-3c0fbb88ae8d,5003083a-d034-4f21-acdf-eed9ec65cab3,real_03,9,Real,Real,True,3,,34722,Sun Mar 01 2026 13:18:32 GMT+0000 (Coordinated Universal Time),0
9824b157-2adb-4b1e-b8bc-5f3725d42b09,5003083a-d034-4f21-acdf-eed9ec65cab3,ai_19,10,AI,AI,True,4,脸部细节有些奇怪,17586,Sun Mar 01 2026 13:18:54 GMT+0000 (Coordinated Universal Time),0
f2b5d390-81cd-4883-a6c2-5fb85acf6942,5003083a-d034-4f21-acdf-eed9ec65cab3,ai_09,11,AI,AI,True,5,与已知图片对比后判断,52689,Sun Mar 01 2026 13:19:55 GMT+0000 (Coordinated Universal Time),0
89754fcb-82dc-45f7-8f28-44148ba727c9,5003083a-d034-4f21-acdf-eed9ec65cab3,ai_13,12,AI,AI,True,5,,37082,Sun Mar 01 2026 13:20:45 GMT+0000 (Coordinated Universal Time),0
c79988e4-0ab3-4c54-b544-f1e5f8f1db8a,5003083a-d034-4f21-acdf-eed9ec65cab3,real_04,13,Real,Real,True,5,纹理不对，太光滑了,45392,Sun Mar 01 2026 13:21:37 GMT+0000 (Coordinated Universal Time),0
4c10fc14-f405-4906-bc8f-f9d621629252,5003083a-d034-4f21-acdf-eed9ec65cab3,real_06,14,Real,Real,True,3,,27413,Sun Mar 01 2026 13:22:11 GMT+0000 (Coordinated Universal Time),0
bf05073a-3bc1-4048-968e-30d50b59d12b,5003083a-d034-4f21-acdf-eed9ec65cab3,ai_01,15,AI,AI,True,5,手指形状有点异常,103873,Sun Mar 01 2026 13:23:59 GMT+0000 (Coordinated Universal Time),0
e0c19059-18a1-4525-b222-3aa7e3a49b80,5003083a-d034-4f21-acdf-eed9ec65cab3,real_12,16,Real,Real,True,3,,33428,Sun Mar 01 2026 13:24:44 GMT+0000 (Coordinated Universal Time),0
f568963c-ddea-4b5d-ae60-49032af162f0,5003083a-d034-4f21-acdf-eed9ec65cab3,real_01,17,AI,Real,False,5,耳朵细节渲染有误,17100,Sun Mar 01 2026 13:25:04 GMT+0000 (Coordinated Universal Time),0
9b395755-0862-4586-8c23-464534094337,5003083a-d034-4f21-acdf-eed9ec65cab3,real_11,18,Real,Real,True,3,身体比例感觉不对,13477,Sun Mar 01 2026 13:25:27 GMT+0000 (Coordinated Universal Time),0
d95bd450-619b-4e36-ad08-77cf855d2a6f,5003083a-d034-4f21-acdf-eed9ec65cab3,real_02,19,Real,Real,True,4,,53356,Sun Mar 01 2026 13:26:33 GMT+0000 (Coordinated Universal Time),0
b116e3c8-c570-468b-95f8-2d99d4a8fecb,5003083a-d034-4f21-acdf-eed9ec65cab3,ai_08,20,AI,AI,True,4,脸部细节有些奇怪,9233,Sun Mar 01 2026 13:26:49 GMT+0000 (Coordinated Universal Time),0
3ec2169c-0134-44a5-9c78-0980850a4a1a,5003083a-d034-4f21-acdf-eed9ec65cab3,ai_16,21,AI,AI,True,5,头发纹理有问题，太规整,28258,Sun Mar 01 2026 13:27:23 GMT+0000 (Coordinated Universal Time),0
e79856ec-153f-4898-a24d-eb1dbd988c06,b666bfe7-7b85-424f-b8cd-bc3b59c7ae79,ai_09,1,AI,AI,True,1,纹理不对，太光滑了,23816,Sun Mar 01 2026 13:30:36 GMT+0000 (Coordinated Universal Time),0
3a41dbee-56d5-4aef-8e38-7e068084bbcb,b666bfe7-7b85-424f-b8cd-bc3b59c7ae79,ai_04,2,AI,AI,True,1,,23600,Sun Mar 01 2026 13:31:03 GMT+0000 (Coordinated Universal Time),0
66422d0a-6144-4d23-a832-d92f51644963,b666bfe7-7b85-424f-b8cd-bc3b59c7ae79,real_01,3,Real,Real,True,5,根据背景知识判断场景真实性,71878,Sun Mar 01 2026 13:32:17 GMT+0000 (Coordinated Universal Time),0
6278b05e-5215-49c6-a9f8-43673e96b4d0,b666bfe7-7b85-424f-b8cd-bc3b59c7ae79,ai_02,4,AI,AI,True,3,,4500,Sun Mar 01 2026 13:32:24 GMT+0000 (Coordinated Universal Time),0
95f658c1-f7fc-45eb-b3b7-79b1d504a0ab,b666bfe7-7b85-424f-b8cd-bc3b59c7ae79,ai_01,5,AI,AI,True,5,耳朵细节渲染有误,5379,Sun Mar 01 2026 13:32:38 GMT+0000 (Coordinated Universal Time),0
9748741b-c5a2-4887-a809-d42cac611bcb,b666bfe7-7b85-424f-b8cd-bc3b59c7ae79,real_03,6,Real,Real,True,5,,67204,Sun Mar 01 2026 13:33:55 GMT+0000 (Coordinated Universal Time),0
6393cb95-20af-4675-9533-d92ef31f9bd8,b666bfe7-7b85-424f-b8cd-bc3b59c7ae79,ai_16,7,AI,AI,True,2,,50547,Sun Mar 01 2026 13:34:56 GMT+0000 (Coordinated Universal Time),0
54e70d6c-a39b-46e7-a9a7-3a6b964e6b94,b666bfe7-7b85-424f-b8cd-bc3b59c7ae79,ai_13,8,AI,AI,True,1,,8180,Sun Mar 01 2026 13:35:16 GMT+0000 (Coordinated Universal Time),0
3d462fe1-e66a-4bcf-ae9a-e379a47b460e,b666bfe7-7b85-424f-b8cd-bc3b59c7ae79,real_05,9,AI,Real,False,1,颜色过渡异常均匀,26281,Sun Mar 01 2026 13:35:53 GMT+0000 (Coordinated Universal Time),0
d83ea82b-cfd4-4c97-bd3d-7a0213cfe177,b666bfe7-7b85-424f-b8cd-bc3b59c7ae79,real_20,10,Real,Real,True,4,,19035,Sun Mar 01 2026 13:36:14 GMT+0000 (Coordinated Universal Time),0
a9c6475e-1a24-4f39-930b-7f0978dc9a8c,b666bfe7-7b85-424f-b8cd-bc3b59c7ae79,ai_19,11,AI,AI,True,5,,3412,Sun Mar 01 2026 13:36:28 GMT+0000 (Coordinated Universal Time),0
61844304-5099-4ec5-869a-e156454797b1,b666bfe7-7b85-424f-b8cd-bc3b59c7ae79,real_04,12,Real,Real,True,5,,19812,Sun Mar 01 2026 13:36:56 GMT+0000 (Coordinated Universal Time),0
cc295a71-9639-4cc0-8cf3-54a9e160eb67,b666bfe7-7b85-424f-b8cd-bc3b59c7ae79,real_02,13,Real,Real,True,3,,6271,Sun Mar 01 2026 13:37:12 GMT+0000 (Coordinated Universal Time),0
